 2)   0.025 us    |                                          udp_get_timeouts [nf_conntrack]();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.023 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.023 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.023 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.032 us    |          _raw_spin_unlock_irqrestore();
 2) + 62.423 us   |        }
 2)   0.028 us    |        __msecs_to_jiffies();
 2)               |        load_balance() {
 2)   0.034 us    |          idle_cpu();
 2)   0.046 us    |          group_balance_cpu();
 2)               |          find_busiest_group() {
 2)               |            update_group_capacity() {
 2)   0.026 us    |              __msecs_to_jiffies();
 2)   0.464 us    |            }
 2)   0.024 us    |            target_load();
 2)   0.027 us    |            idle_cpu();
 2)   0.042 us    |            source_load();
 2)   0.043 us    |            idle_cpu();
 2)   0.050 us    |            source_load();
 2)   0.191 us    |            idle_cpu();
 2)   0.030 us    |            source_load();
 2)   0.165 us    |            idle_cpu();
 2) + 15.178 us   |          }
 2) + 22.192 us   |        }
 2)   0.024 us    |        __msecs_to_jiffies();
 2) + 88.194 us   |      }
 2) + 88.785 us   |    }
 2)               |    rcu_process_callbacks() {
 2)               |      note_gp_changes() {
 2)   0.044 us    |        _raw_spin_trylock();
 2)               |        __note_gp_changes() {
 2)   0.140 us    |          rcu_advance_cbs();
 2)   0.426 us    |        }
 2)   0.034 us    |        _raw_spin_unlock_irqrestore();
 2)   4.376 us    |      }
 2)   0.029 us    |      _raw_spin_lock_irqsave();
 2)   0.032 us    |      _raw_spin_unlock_irqrestore();
 2)   0.054 us    |      cpu_needs_another_gp();
 2)   0.069 us    |      note_gp_changes();
 2)   0.066 us    |      _raw_spin_lock_irqsave();
 2)   0.031 us    |      _raw_spin_unlock_irqrestore();
 2)   0.965 us    |      cpu_needs_another_gp();
 2)   9.912 us    |    }
 2)   0.036 us    |    rcu_bh_qs();
 2)   0.024 us    |    __local_bh_enable();
 2) ! 115.402 us  |  }
 2)   ksoftir-18   =>    <idle>-0   
 2)               |  __do_softirq() {
 2)               |    net_rx_action() {
 2)               |      e1000e_poll [e1000e]() {
 2)   6.009 us    |        e1000_clean_tx_irq [e1000e]();
 2)               |        e1000_clean_rx_irq [e1000e]() {
 2)               |          __napi_alloc_skb() {
 2)   0.260 us    |            __alloc_page_frag();
 2)               |            __build_skb() {
 2)   1.209 us    |              kmem_cache_alloc();
 2)   2.430 us    |            }
 2)   4.280 us    |          }
 2)   0.032 us    |          skb_put();
 2)   0.030 us    |          e1000_rx_checksum [e1000e]();
 2)               |          e1000_receive_skb [e1000e]() {
 2)   0.461 us    |            eth_type_trans();
 2)               |            napi_gro_receive() {
 2)   0.063 us    |              skb_gro_reset_offset();
 2)   2.659 us    |              dev_gro_receive();
 2)               |              netif_receive_skb_internal() {
 2)   0.188 us    |                ktime_get_with_offset();
 2)               |                __netif_receive_skb() {
 2)               |                  __netif_receive_skb_core() {
 2)               |                    packet_rcv() {
 2)   0.023 us    |                      skb_push();
 2)   1.615 us    |                      __bpf_prog_run();
 2)   0.049 us    |                      consume_skb();
 2)   8.145 us    |                    }
 2)               |                    br_handle_frame [bridge]() {
 2)               |                      nf_hook_slow() {
 2)               |                        nf_iterate() {
 2)               |                          ebt_nat_in [ebtable_nat]() {
 2)               |                            ebt_do_table [ebtables]() {
 2)   0.473 us    |                              _raw_read_lock_bh();
 2)               |                              _raw_read_unlock_bh() {
 2)   0.027 us    |                                __local_bh_enable_ip();
 2)   1.314 us    |                              }
 2)   5.948 us    |                            }
 2)   7.194 us    |                          }
 2)   8.307 us    |                        }
 2) + 10.263 us   |                      }
 2)               |                      br_handle_frame_finish [bridge]() {
 2)               |                        do_bfilter [bfilter]() {
 2)               |                          mutex_lock() {
 2)   0.024 us    |                            _cond_resched();
 2)   1.261 us    |                          }
 2)   0.025 us    |                          mutex_unlock();
 2)               |                          mutex_lock() {
 2)   0.025 us    |                            _cond_resched();
 2)   1.445 us    |                          }
 2)   0.026 us    |                          mutex_unlock();
 2)               |                          mutex_lock() {
 2)   0.027 us    |                            _cond_resched();
 2)   0.578 us    |                          }
 2)   0.027 us    |                          mutex_unlock();
 2) + 11.208 us   |                        }
 2)               |                        /* code_0_at_hypervisor:ff:ff:ff:ff:ff:ff */
 2)   0.311 us    |                        br_allowed_ingress [bridge]();
 2)   0.628 us    |                        br_fdb_update [bridge]();
 2)               |                        neigh_lookup() {
 2)   0.025 us    |                          arp_hash();
 2)   0.026 us    |                          __local_bh_enable_ip();
 2)   4.801 us    |                        }
 2)               |                        br_flood_forward [bridge]() {
 2)               |                          br_flood [bridge]() {
 2)   0.024 us    |                            br_allowed_egress [bridge]();
 2)               |                            deliver_clone [bridge]() {
 2)               |                              skb_clone() {
 2)               |                                kmem_cache_alloc() {
 2)               |                                  __slab_alloc() {
 2)   1.009 us    |                                    ___slab_alloc();
 2)   2.425 us    |                                  }
 2)   2.658 us    |                                }
 2)               |                                __skb_clone() {
 2)   0.411 us    |                                  __copy_skb_header();
 2)   1.292 us    |                                }
 2)   4.819 us    |                              }
 2)               |                              __br_forward [bridge]() {
 2)   0.080 us    |                                br_handle_vlan [bridge]();
 2)               |                                br_forward_finish [bridge]() {
 2)               |                                  nf_hook_slow() {
 2)               |                                    nf_iterate() {
 2)               |                                      ebt_nat_out [ebtable_nat]() {
 2)               |                                        ebt_do_table [ebtables]() {
 2)   0.035 us    |                                          _raw_read_lock_bh();
 2)               |                                          _raw_read_unlock_bh() {
 2)   0.024 us    |                                            __local_bh_enable_ip();
 2)   1.472 us    |                                          }
 2)   4.192 us    |                                        }
 2)   4.670 us    |                                      }
 2)   6.617 us    |                                    }
 2)   7.299 us    |                                  }
 2)               |                                  br_dev_queue_push_xmit [bridge]() {
 2)   0.709 us    |                                    is_skb_forwardable();
 2)   0.026 us    |                                    skb_push();
 2)               |                                    dev_queue_xmit() {
 2)               |                                      __dev_queue_xmit() {
 2)   1.125 us    |                                        netdev_pick_tx();
 2)               |                                        validate_xmit_skb.isra.103.part.104() {
 2)               |                                          netif_skb_features() {
 2)   0.023 us    |                                            passthru_features_check();
 2)   0.026 us    |                                            skb_network_protocol();
 2)   4.353 us    |                                          }
 2)   4.569 us    |                                        }
 2)   0.026 us    |                                        _raw_spin_lock();
 2)               |                                        dev_hard_start_xmit() {
 2)               |                                          tun_net_xmit() {
 2)               |                                            __skb_get_hash() {
 2)   0.237 us    |                                              __skb_flow_dissect();
 2)   1.068 us    |                                            }
 2)               |                                            skb_queue_tail() {
 2)   0.026 us    |                                              _raw_spin_lock_irqsave();
 2)   0.032 us    |                                              _raw_spin_unlock_irqrestore();
 2)   0.723 us    |                                            }
 2)               |                                            sock_def_readable() {
 2)               |                                              __wake_up_sync_key() {
 2)   0.026 us    |                                                _raw_spin_lock_irqsave();
 2)               |                                                __wake_up_common() {
 2)               |                                                  pollwake() {
 2)               |                                                    default_wake_function() {
 2)               |                                                      try_to_wake_up() {
 2)   1.082 us    |                                                        _raw_spin_lock_irqsave();
 2)   0.553 us    |                                                        task_waking_fair();
 2)               |                                                        select_task_rq_fair() {
 2)               |                                                          select_idle_sibling() {
 2)   0.056 us    |                                                            idle_cpu();
 2)   0.281 us    |                                                          }
 2)   2.191 us    |                                                        }
 2)   0.026 us    |                                                        _raw_spin_lock();
 2)               |                                                        ttwu_do_activate.constprop.91() {
 2)               |                                                          activate_task() {
 2)   0.950 us    |                                                            update_rq_clock.part.81();
 2)               |                                                            enqueue_task_fair() {
 2)               |                                                              enqueue_entity() {
 2)   0.030 us    |                                                                update_curr();
 2)   0.140 us    |                                                                __compute_runnable_contrib();
 2)   0.027 us    |                                                                __compute_runnable_contrib();
 2)   0.060 us    |                                                                account_entity_enqueue();
 2)   0.123 us    |                                                                update_cfs_shares();
 2)   0.049 us    |                                                                place_entity();
 2)   0.050 us    |                                                                __enqueue_entity();
 2)   3.957 us    |                                                              }
 2)               |                                                              enqueue_entity() {
 2)   0.047 us    |                                                                update_curr();
 2)   0.027 us    |                                                                __compute_runnable_contrib();
 2)   0.025 us    |                                                                __compute_runnable_contrib();
 2)   0.033 us    |                                                                account_entity_enqueue();
 2)   1.558 us    |                                                                update_cfs_shares();
 2)   0.026 us    |                                                                place_entity();
 2)   0.024 us    |                                                                __enqueue_entity();
 2)   3.160 us    |                                                              }
 2)               |                                                              enqueue_entity() {
 2)   0.077 us    |                                                                update_curr();
 2)   0.025 us    |                                                                __compute_runnable_contrib();
 2)   0.023 us    |                                                                __compute_runnable_contrib();
 2)   0.025 us    |                                                                account_entity_enqueue();
 2)   0.128 us    |                                                                update_cfs_shares();
 2)   0.034 us    |                                                                place_entity();
 2)   0.027 us    |                                                                __enqueue_entity();
 2)   2.164 us    |                                                              }
 2)               |                                                              enqueue_entity() {
 2)   0.029 us    |                                                                update_curr();
 2)   0.027 us    |                                                                __compute_runnable_contrib();
 2)   0.023 us    |                                                                __compute_runnable_contrib();
 2)   0.036 us    |                                                                account_entity_enqueue();
 2)   0.062 us    |                                                                update_cfs_shares();
 2)   0.029 us    |                                                                place_entity();
 2)   0.027 us    |                                                                __enqueue_entity();
 2)   4.601 us    |                                                              }
 2)   0.024 us    |                                                              hrtick_update();
 2) + 16.437 us   |                                                            }
 2) + 18.558 us   |                                                          }
 2)               |                                                          ttwu_do_wakeup() {
 2)               |                                                            check_preempt_curr() {
 2)   0.045 us    |                                                              resched_curr();
 2)   0.342 us    |                                                            }
 2)   1.336 us    |                                                          }
 2) + 23.762 us   |                                                        }
 2)   0.331 us    |                                                        ttwu_stat();
 2)   0.032 us    |                                                        _raw_spin_unlock_irqrestore();
 2) + 32.035 us   |                                                      }
 2) + 32.573 us   |                                                    }
 2) + 33.496 us   |                                                  }
 2) + 34.619 us   |                                                }
 2)   0.032 us    |                                                _raw_spin_unlock_irqrestore();
 2) + 37.116 us   |                                              }
 2) + 38.484 us   |                                            }
 2) + 43.098 us   |                                          }
 2) + 44.366 us   |                                        }
 2)   0.024 us    |                                        __local_bh_enable_ip();
 2) + 56.508 us   |                                      }
 2) + 56.762 us   |                                    }
 2) + 59.272 us   |                                  }
 2) + 67.683 us   |                                }
 2) + 69.404 us   |                              }
 2) + 75.330 us   |                            }
 2) + 77.930 us   |                          }
 2) + 78.428 us   |                        }
 2)   0.023 us    |                        br_allowed_egress [bridge]();
 2)   0.023 us    |                        br_handle_vlan [bridge]();
 2)               |                        netif_receive_skb() {
 2)               |                          netif_receive_skb_internal() {
 2)               |                            __netif_receive_skb() {
 2)               |                              __netif_receive_skb_core() {
 2)               |                                arp_rcv() {
 2)               |                                  arp_process() {
 2)               |                                    ip_route_input_noref() {
 2)   7.778 us    |                                      fib_table_lookup();
 2)               |                                      fib_validate_source() {
 2)   0.365 us    |                                        fib_table_lookup();
 2)   1.939 us    |                                      }
 2) + 14.697 us   |                                    }
 2)               |                                    neigh_lookup() {
 2)   0.771 us    |                                      arp_hash();
 2)   0.025 us    |                                      arp_key_eq();
 2)   0.023 us    |                                      arp_key_eq();
 2)   0.024 us    |                                      __local_bh_enable_ip();
 2)   6.093 us    |                                    }
 2)               |                                    neigh_update() {
 2)   0.481 us    |                                      _raw_write_lock_bh();
 2)               |                                      _raw_write_unlock_bh() {
 2)   0.023 us    |                                        __local_bh_enable_ip();
 2)   2.710 us    |                                      }
 2)   5.914 us    |                                    }
 2)               |                                    consume_skb() {
 2)               |                                      skb_release_all() {
 2)   0.044 us    |                                        skb_release_head_state();
 2)   0.255 us    |                                        skb_release_data();
 2)   2.155 us    |                                      }
 2)               |                                      kfree_skbmem() {
 2)               |                                        kmem_cache_free() {
 2)               |                                          __slab_free() {
 2)   0.222 us    |                                            put_cpu_partial();
 2)   0.838 us    |                                          }
 2)   1.970 us    |                                        }
 2)   2.712 us    |                                      }
 2)   5.605 us    |                                    }
 2)   0.031 us    |                                    dst_release();
 2) + 38.268 us   |                                  }
 2) + 40.477 us   |                                }
 2) + 44.228 us   |                              }
 2) + 46.086 us   |                            }
 2) + 46.587 us   |                          }
 2) + 46.809 us   |                        }
 2) ! 156.811 us  |                      }
 2) ! 171.880 us  |                    }
 2) ! 183.735 us  |                  }
 2) ! 183.967 us  |                }
 2) ! 186.767 us  |              }
 2) ! 193.281 us  |            }
 2) ! 195.009 us  |          }
 2)               |          e1000_alloc_rx_buffers [e1000e]() {
 2)   1.240 us    |            skb_trim();
 2)   2.804 us    |          }
 2) ! 209.897 us  |        }
 2)   0.379 us    |        napi_complete_done();
 2)   7.366 us    |        e1000_irq_enable [e1000e]();
 2) ! 227.681 us  |      }
 2) ! 228.994 us  |    }
 2)   0.083 us    |    rcu_bh_qs();
 2)   0.025 us    |    __local_bh_enable();
 2) ! 231.926 us  |  }
 2)               |  __do_softirq() {
 2)               |    run_timer_softirq() {
 2)   0.039 us    |      _raw_spin_lock_irq();
 2)               |      call_timer_fn() {
 2)               |        intel_uncore_fw_release_timer [i915]() {
 2)   0.047 us    |          assert_device_not_suspended.isra.11 [i915]();
 2)   0.027 us    |          _raw_spin_lock_irqsave();
 2)   2.141 us    |          fw_domains_put [i915]();
 2)   0.031 us    |          _raw_spin_unlock_irqrestore();
 2)   3.095 us    |        }
 2)   3.361 us    |      }
 2)   0.025 us    |      _raw_spin_lock_irq();
 2)               |      call_timer_fn() {
 2)               |        intel_pstate_timer_func() {
 2)   0.035 us    |          ktime_get();
 2)   0.481 us    |          intel_pstate_set_pstate();
 2)   0.025 us    |          __msecs_to_jiffies();
 2)               |          mod_timer_pinned() {
 2)               |            lock_timer_base.isra.34() {
 2)   0.035 us    |              _raw_spin_lock_irqsave();
 2)   0.244 us    |            }
 2)   0.032 us    |            detach_if_pending();
 2)               |            internal_add_timer() {
 2)   0.029 us    |              __internal_add_timer();
 2)   0.255 us    |            }
 2)   0.032 us    |            _raw_spin_unlock_irqrestore();
 2)   1.411 us    |          }
 2)   3.040 us    |        }
 2)   3.300 us    |      }
 2)   0.026 us    |      _raw_spin_lock_irq();
 2)   7.988 us    |    }
 2)               |    rcu_process_callbacks() {
 2)   0.048 us    |      note_gp_changes();
 2)   0.047 us    |      _raw_spin_lock_irqsave();
 2)   0.034 us    |      _raw_spin_unlock_irqrestore();
 2)   0.049 us    |      cpu_needs_another_gp();
 2)   0.044 us    |      note_gp_changes();
 2)   0.048 us    |      _raw_spin_lock_irqsave();
 2)   0.032 us    |      _raw_spin_unlock_irqrestore();
 2)   0.086 us    |      cpu_needs_another_gp();
 2)   2.060 us    |    }
 2)   0.036 us    |    rcu_bh_qs();
 2)   0.027 us    |    __local_bh_enable();
 2) + 11.015 us   |  }
 2)               |  __do_softirq() {
 2)               |    net_rx_action() {
 2)               |      e1000e_poll [e1000e]() {
 2)   1.157 us    |        e1000_clean_tx_irq [e1000e]();
 2)               |        e1000_clean_rx_irq [e1000e]() {
 2)   0.106 us    |          skb_put();
 2)   0.070 us    |          e1000_rx_checksum [e1000e]();
 2)               |          e1000_receive_skb [e1000e]() {
 2)   0.227 us    |            eth_type_trans();
 2)               |            napi_gro_receive() {
 2)   0.032 us    |              skb_gro_reset_offset();
 2)               |              dev_gro_receive() {
 2)               |                inet_gro_receive() {
 2)               |                  tcp4_gro_receive() {
 2)   0.086 us    |                    tcp_gro_receive();
 2)   0.390 us    |                  }
 2)   1.018 us    |                }
 2)   1.750 us    |              }
 2)               |              netif_receive_skb_internal() {
 2)   0.114 us    |                ktime_get_with_offset();
 2)               |                __netif_receive_skb() {
 2)               |                  __netif_receive_skb_core() {
 2)               |                    packet_rcv() {
 2)   0.026 us    |                      skb_push();
 2)   0.903 us    |                      __bpf_prog_run();
 2)   0.044 us    |                      consume_skb();
 2)   2.226 us    |                    }
 2)               |                    br_handle_frame [bridge]() {
 2)               |                      nf_hook_slow() {
 2)               |                        nf_iterate() {
 2)               |                          ebt_nat_in [ebtable_nat]() {
 2)               |                            ebt_do_table [ebtables]() {
 2)   0.170 us    |                              _raw_read_lock_bh();
 2)               |                              _raw_read_unlock_bh() {
 2)   0.027 us    |                                __local_bh_enable_ip();
 2)   0.263 us    |                              }
 2)   2.207 us    |                            }
 2)   2.594 us    |                          }
 2)   3.259 us    |                        }
 2)   3.599 us    |                      }
 2)               |                      br_handle_frame_finish [bridge]() {
 2)               |                        do_bfilter [bfilter]() {
 2)               |                          mutex_lock() {
 2)   0.027 us    |                            _cond_resched();
 2)   0.435 us    |                          }
 2)   0.041 us    |                          mutex_unlock();
 2)               |                          mutex_lock() {
 2)   0.024 us    |                            _cond_resched();
 2)   0.295 us    |                          }
 2)   0.026 us    |                          mutex_unlock();
 2)   3.251 us    |                        }
 2)               |                        /* code_0_at_hypervisor:52:54:00:12:34:56 */
 2)   0.100 us    |                        br_allowed_ingress [bridge]();
 2)   0.298 us    |                        br_fdb_update [bridge]();
 2)   0.510 us    |                        __br_fdb_get [bridge]();
 2)               |                        br_forward [bridge]() {
 2)   0.036 us    |                          br_allowed_egress [bridge]();
 2)               |                          __br_forward [bridge]() {
 2)   0.036 us    |                            br_handle_vlan [bridge]();
 2)               |                            br_forward_finish [bridge]() {
 2)               |                              nf_hook_slow() {
 2)               |                                nf_iterate() {
 2)               |                                  ebt_nat_out [ebtable_nat]() {
 2)               |                                    ebt_do_table [ebtables]() {
 2)   0.094 us    |                                      _raw_read_lock_bh();
 2)               |                                      _raw_read_unlock_bh() {
 2)   0.023 us    |                                        __local_bh_enable_ip();
 2)   0.245 us    |                                      }
 2)   0.944 us    |                                    }
 2)   1.165 us    |                                  }
 2)   1.466 us    |                                }
 2)   1.715 us    |                              }
 2)               |                              br_dev_queue_push_xmit [bridge]() {
 2)   0.113 us    |                                is_skb_forwardable();
 2)   0.024 us    |                                skb_push();
 2)               |                                dev_queue_xmit() {
 2)               |                                  __dev_queue_xmit() {
 2)   0.106 us    |                                    netdev_pick_tx();
 2)               |                                    validate_xmit_skb.isra.103.part.104() {
 2)               |                                      netif_skb_features() {
 2)   0.025 us    |                                        passthru_features_check();
 2)   0.028 us    |                                        skb_network_protocol();
 2)   0.674 us    |                                      }
 2)   0.973 us    |                                    }
 2)   0.026 us    |                                    _raw_spin_lock();
 2)               |                                    dev_hard_start_xmit() {
 2)               |                                      tun_net_xmit() {
 2)               |                                        __skb_get_hash() {
 2)               |                                          __skb_flow_dissect() {
 2)   0.053 us    |                                            __skb_flow_get_ports();
 2)   0.675 us    |                                          }
 2)   1.222 us    |                                        }
 2)               |                                        skb_queue_tail() {
 2)   0.028 us    |                                          _raw_spin_lock_irqsave();
 2)   0.033 us    |                                          _raw_spin_unlock_irqrestore();
 2)   0.517 us    |                                        }
 2)               |                                        sock_def_readable() {
 2)               |                                          __wake_up_sync_key() {
 2)   0.023 us    |                                            _raw_spin_lock_irqsave();
 2)               |                                            __wake_up_common() {
 2)               |                                              pollwake() {
 2)               |                                                default_wake_function() {
 2)               |                                                  try_to_wake_up() {
 2)   0.038 us    |                                                    _raw_spin_lock_irqsave();
 2)   0.056 us    |                                                    task_waking_fair();
 2)               |                                                    select_task_rq_fair() {
 2)               |                                                      select_idle_sibling() {
 2)   0.049 us    |                                                        idle_cpu();
 2)   0.277 us    |                                                      }
 2)   0.833 us    |                                                    }
 2)   0.024 us    |                                                    _raw_spin_lock();
 2)               |                                                    ttwu_do_activate.constprop.91() {
 2)               |                                                      activate_task() {
 2)   0.060 us    |                                                        update_rq_clock.part.81();
 2)               |                                                        enqueue_task_fair() {
 2)               |                                                          enqueue_entity() {
 2)   0.034 us    |                                                            update_curr();
 2)   0.029 us    |                                                            __compute_runnable_contrib();
 2)   0.025 us    |                                                            __compute_runnable_contrib();
 2)   0.050 us    |                                                            account_entity_enqueue();
 2)   0.086 us    |                                                            update_cfs_shares();
 2)   0.042 us    |                                                            place_entity();
 2)   0.062 us    |                                                            __enqueue_entity();
 2)   2.031 us    |                                                          }
 2)               |                                                          enqueue_entity() {
 2)   0.048 us    |                                                            update_curr();
 2)   0.027 us    |                                                            __compute_runnable_contrib();
 2)   0.026 us    |                                                            __compute_runnable_contrib();
 2)   0.032 us    |                                                            account_entity_enqueue();
 2)   0.077 us    |                                                            update_cfs_shares();
 2)   0.024 us    |                                                            place_entity();
 2)   0.024 us    |                                                            __enqueue_entity();
 2)   1.766 us    |                                                          }
 2)               |                                                          enqueue_entity() {
 2)   0.056 us    |                                                            update_curr();
 2)   0.026 us    |                                                            __compute_runnable_contrib();
 2)   0.025 us    |                                                            __compute_runnable_contrib();
 2)   0.024 us    |                                                            account_entity_enqueue();
 2)   0.063 us    |                                                            update_cfs_shares();
 2)   0.029 us    |                                                            place_entity();
 2)   0.027 us    |                                                            __enqueue_entity();
 2)   1.757 us    |                                                          }
 2)               |                                                          enqueue_entity() {
 2)   0.028 us    |                                                            update_curr();
 2)   0.027 us    |                                                            __compute_runnable_contrib();
 2)   0.027 us    |                                                            __compute_runnable_contrib();
 2)   0.045 us    |                                                            account_entity_enqueue();
 2)   0.060 us    |                                                            update_cfs_shares();
 2)   0.029 us    |                                                            place_entity();
 2)   0.028 us    |                                                            __enqueue_entity();
 2)   1.764 us    |                                                          }
 2)   0.025 us    |                                                          hrtick_update();
 2)   8.588 us    |                                                        }
 2)   9.158 us    |                                                      }
 2)               |                                                      ttwu_do_wakeup() {
 2)               |                                                        check_preempt_curr() {
 2)   0.040 us    |                                                          resched_curr();
 2)   0.331 us    |                                                        }
 2)   0.803 us    |                                                      }
 2) + 10.495 us   |                                                    }
 2)   0.045 us    |                                                    ttwu_stat();
 2)   0.032 us    |                                                    _raw_spin_unlock_irqrestore();
 2) + 13.076 us   |                                                  }
 2) + 13.318 us   |                                                }
 2) + 13.606 us   |                                              }
 2) + 13.877 us   |                                            }
 2)   0.032 us    |                                            _raw_spin_unlock_irqrestore();
 2) + 14.546 us   |                                          }
 2) + 14.857 us   |                                        }
 2) + 17.779 us   |                                      }
 2) + 18.203 us   |                                    }
 2)   0.024 us    |                                    __local_bh_enable_ip();
 2) + 21.744 us   |                                  }
 2) + 22.055 us   |                                }
 2) + 22.974 us   |                              }
 2) + 25.183 us   |                            }
 2) + 25.714 us   |                          }
 2) + 26.380 us   |                        }
 2) + 33.046 us   |                      }
 2) + 37.815 us   |                    }
 2) + 41.194 us   |                  }
 2) + 41.492 us   |                }
 2) + 42.019 us   |              }
 2) + 44.560 us   |            }
 2) + 45.386 us   |          }
 2)               |          e1000_alloc_rx_buffers [e1000e]() {
 2)   0.324 us    |            skb_trim();
 2)   0.803 us    |          }
 2) + 48.944 us   |        }
 2)   0.048 us    |        napi_complete_done();
 2)   5.933 us    |        e1000_irq_enable [e1000e]();
 2) + 57.301 us   |      }
 2) + 57.853 us   |    }
 2)   0.101 us    |    rcu_bh_qs();
 2)   0.027 us    |    __local_bh_enable();
 2) + 58.761 us   |  }
 2)    <idle>-0    =>  qemu-sy-3656 
 2)               |  __do_softirq() {
 2)               |    net_rx_action() {
 2)               |      process_backlog() {
 2)   0.036 us    |        _raw_spin_lock();
 2)               |        __netif_receive_skb() {
 2)               |          __netif_receive_skb_core() {
 2)               |            br_handle_frame [bridge]() {
 2)               |              nf_hook_slow() {
 2)               |                nf_iterate() {
 2)               |                  ebt_nat_in [ebtable_nat]() {
 2)               |                    ebt_do_table [ebtables]() {
 2)   0.164 us    |                      _raw_read_lock_bh();
 2)               |                      _raw_read_unlock_bh() {
 2)   0.024 us    |                        __local_bh_enable_ip();
 2)   0.247 us    |                      }
 2)   1.274 us    |                    }
 2)   1.599 us    |                  }
 2)   2.044 us    |                }
 2)   2.281 us    |              }
 2)               |              br_handle_frame_finish [bridge]() {
 2)               |                do_bfilter [bfilter]() {
 2)               |                  mutex_lock() {
 2)   0.025 us    |                    _cond_resched();
 2)   0.345 us    |                  }
 2)   0.049 us    |                  mutex_unlock();
 2)               |                  mutex_lock() {
 2)   0.035 us    |                    _cond_resched();
 2)   0.404 us    |                  }
 2)   0.033 us    |                  mutex_unlock();
 2)               |                  mutex_lock() {
 2)   0.036 us    |                    _cond_resched();
 2)   0.313 us    |                  }
 2)   0.034 us    |                  mutex_unlock();
 2)   3.723 us    |                }
 2)               |                /* code_0_at_hypervisor:9c:00:00:00:04:00 */
 2)   0.094 us    |                br_allowed_ingress [bridge]();
 2)   0.445 us    |                br_fdb_update [bridge]();
 2)   0.138 us    |                __br_fdb_get [bridge]();
 2)               |                br_forward [bridge]() {
 2)   0.035 us    |                  br_allowed_egress [bridge]();
 2)               |                  __br_forward [bridge]() {
 2)   0.035 us    |                    br_handle_vlan [bridge]();
 2)               |                    br_forward_finish [bridge]() {
 2)               |                      nf_hook_slow() {
 2)               |                        nf_iterate() {
 2)               |                          ebt_nat_out [ebtable_nat]() {
 2)               |                            ebt_do_table [ebtables]() {
 2)   0.038 us    |                              _raw_read_lock_bh();
 2)               |                              _raw_read_unlock_bh() {
 2)   0.027 us    |                                __local_bh_enable_ip();
 2)   0.236 us    |                              }
 2)   0.737 us    |                            }
 2)   0.956 us    |                          }
 2)   1.256 us    |                        }
 2)   1.465 us    |                      }
 2)               |                      br_dev_queue_push_xmit [bridge]() {
 2)   0.228 us    |                        is_skb_forwardable();
 2)   0.024 us    |                        skb_push();
 2)               |                        dev_queue_xmit() {
 2)               |                          __dev_queue_xmit() {
 2)   0.107 us    |                            netdev_pick_tx();
 2)   0.025 us    |                            _raw_spin_lock();
 2)               |                            sch_direct_xmit() {
 2)               |                              validate_xmit_skb_list() {
 2)               |                                validate_xmit_skb.isra.103.part.104() {
 2)               |                                  netif_skb_features() {
 2)   0.023 us    |                                    passthru_features_check();
 2)   0.024 us    |                                    skb_network_protocol();
 2)   0.590 us    |                                  }
 2)   0.849 us    |                                }
 2)   1.102 us    |                              }
 2)   0.028 us    |                              _raw_spin_lock();
 2)               |                              dev_hard_start_xmit() {
 2)               |                                skb_clone() {
 2)               |                                  kmem_cache_alloc() {
 2)               |                                    __slab_alloc() {
 2)   0.299 us    |                                      ___slab_alloc();
 2)   0.519 us    |                                    }
 2)   0.761 us    |                                  }
 2)               |                                  __skb_clone() {
 2)   0.063 us    |                                    __copy_skb_header();
 2)   0.312 us    |                                  }
 2)   1.614 us    |                                }
 2)   0.038 us    |                                ktime_get_with_offset();
 2)               |                                packet_rcv() {
 2)   0.026 us    |                                  skb_push();
 2)   0.331 us    |                                  __bpf_prog_run();
 2)               |                                  consume_skb() {
